Day_GC,O2_mmol_hr,CH4_mmol_hr,Day_OD,CDW_g,Formate_umolar
1.21,0.856772181,0.872500871,,,
1.22,0.856944887,0.873616956,,,
1.23,0.818325398,0.880003694,,,
1.25,0.869853089,0.881992755,,,
1.26,0.876702552,0.880130498,,,
1.27,0.834475382,0.885297208,,,
1.28,0.884787521,0.888156808,,,
1.29,0.841418014,0.889452048,,,
1.30,0.89191799,0.893401016,,,
1.31,0.893238668,0.895786274,,,
1.32,0.853043419,0.897540149,,,
1.34,0.899571164,0.900594921,,,
1.35,0.90465422,0.900462501,,,
1.36,0.906481259,0.902887256,,,
1.37,0.870633177,0.904691423,,,
1.38,0.912847648,0.90634198,,,
1.39,0.919137561,0.908084558,,,
1.40,0.91949015,0.911404801,,,
1.42,0.920508691,0.911202363,,,
1.43,0.921111731,0.913355889,,,
1.44,0.928395001,0.914989873,,,
1.45,0.928441858,0.913365496,,,
1.46,0.928012259,0.916767825,,,
1.47,0.934675974,0.917899837,,,
1.48,0.934764839,0.919523997,,,
1.49,0.9349993,0.919179701,,,
1.51,0.938369057,0.919749308,,,
1.52,0.940081094,0.921369774,,,
1.53,0.93915984,0.923880999,,,
1.54,0.945054956,0.921233108,,,
1.55,0.946610442,0.922106651,,,
1.56,0.943570018,0.924770947,,,
1.57,0.948239886,0.92255139,,,
1.59,0.951828821,0.926843435,,,
1.60,0.952614441,0.926475143,,,
1.61,0.908818401,0.928774486,,,
1.62,0.956626155,0.930685335,,,
1.63,0.957006856,0.929770174,,,
1.64,0.959273912,0.932960525,,,
1.65,0.956345512,0.929397812,,,
1.67,0.95955185,0.934164777,,,
1.68,0.921314695,0.93578692,,,
1.69,0.915726964,0.933549014,,,
1.70,0.964993822,0.933773839,,,
1.71,0.964417792,0.937508223,,,
1.72,0.962824312,0.937367037,,,
1.73,0.968313791,0.938881754,,,
1.744550926,0.966485547,0.937866336,,,
1.755881944,0.970742149,0.939345122,,,
1.767282407,0.973223898,0.94095718,,,
1.778578704,0.974709,0.942458938,,,
1.789956019,0.974375301,0.941593113,,,
1.801287037,0.97613843,0.942679637,,,
1.812664352,0.97793343,0.941498554,,,
1.824006944,0.977508233,0.944693434,,,
1.835384259,0.980931306,0.943841264,,,
1.846715278,0.981265152,0.944678776,,,
1.858069444,0.98165152,0.946667715,,,
1.869423611,0.982591487,0.943247052,,,
1.880789352,0.98181185,0.947604009,,,
1.892131944,0.9841638,0.947711065,,,
1.903532407,0.984680094,0.945424644,,,
1.914851852,0.983829274,0.94694912,,,
1.926229167,0.987281392,0.947405694,,,
1.937560185,0.987253735,0.94798696,,,
1.9489375,0.988266217,0.949670299,,,
1.960291667,0.987679639,0.947778704,,,
1.971703704,0.989728833,0.951606023,,,
1.983046296,0.989975941,0.950986322,,,
1.994412037,0.991276368,0.950921438,,,
2.00575463,0.9916366,0.951509716,,,
2.017131944,0.992361868,0.951781264,,,
2.028474537,0.990237557,0.951838609,,,
2.039851852,0.993629562,0.952528572,,,
2.051206019,0.995233645,0.951386673,,,
2.062606481,0.99517736,0.95222937,,,
2.0739375,0.995942533,0.952868419,,,
2.085337963,0.995716369,0.955559419,,,
2.096680556,0.995481457,0.954222177,,,
2.108092593,0.996319988,0.957280334,,,
2.119446759,0.995262088,0.956777512,,,
2.130824074,0.997317957,0.957171743,,,
2.142189815,0.997628343,0.960225835,,,
2.153590278,0.999523646,0.958202907,,,
2.16493287,1.000721415,0.95761709,,,
2.176321759,1.002311996,0.958964934,,,
2.187664352,1.002945795,0.961396897,,,
2.199064815,1.004097534,0.962859573,,,
2.210418981,1.005756299,0.960777577,,,
2.221819444,1.006831178,0.961963752,,,
2.233173611,1.00703831,0.965039515,,,
2.244539352,1.008327737,0.961628181,,,
2.25587037,1.008829795,0.962326481,,,
2.267282407,1.009005624,0.962875986,,,
2.278648148,1.009661425,0.96229937,,,
2.290025463,0.970338647,0.96285898,,,
2.30137963,1.012019825,0.962158791,,,
2.312756944,1.01153692,0.962044371,,,
2.324087963,1.012446389,0.965324747,,,
2.3355,1.011965083,0.963937356,,,
2.346854167,1.009815573,0.964509278,,,
2.35825463,1.013700795,0.963937476,,,
2.369574074,1.014683326,0.96487396,,,
2.380974537,1.013880813,0.962788963,,,
2.392340278,1.014785289,0.963417691,,,
2.403729167,1.015769711,0.96144591,,,
2.415083333,1.01613816,0.961187868,,,
2.42649537,1.014099155,0.962750159,,,
2.437837963,1.014669418,0.962529955,,,
2.449238426,1.014829983,0.961594572,,,
2.460615741,1.014755559,0.961800295,,,
2.472016204,1.013631349,0.963084751,,,
2.483347222,1.0150613,0.96205734,,,
2.494747685,1.014877295,0.960586871,,,
2.506101852,1.015879082,0.960582761,,,
2.517502315,1.015237926,0.96018551,,,
2.528844907,1.014916739,0.960082674,,,
2.540256944,1.013975636,0.957977946,,,
2.551634259,1.014050717,0.960190142,,,
2.56305787,1.01493366,0.959125201,,,
2.574400463,1.013363809,0.955236013,,,
2.5858125,1.013074222,0.957611051,,,
2.597189815,1.011587404,0.959008957,,,
2.608601852,1.014060487,0.955580363,,,
2.619967593,1.01452366,0.95908087,,,
2.63137963,1.014430705,0.957372233,,,
2.64274537,1.013133464,0.957289719,,,
2.654122685,1.014221694,0.959807777,,,
2.665488426,1.014066698,0.957713723,,,
2.676900463,1.013622752,0.957047508,,,
2.688277778,1.011672766,0.959266668,,,
2.699678241,1.013676103,0.953842288,,,
2.710962963,1.013444318,0.955871485,,,
2.722282407,1.010967545,0.95734949,,,
2.73356713,1.01190308,0.956412246,,,
2.744909722,1.012296769,0.958319242,,,
2.756171296,1.011509755,0.956441181,,,
2.767479167,1.010923293,0.957132531,,,
2.778740741,1.010656636,0.958625396,,,
2.790060185,1.010992452,0.954005088,,,
2.801356481,1.011470707,0.952063769,,,
2.812652778,1.010569179,0.95443556,,,
2.823949074,1.011971833,0.95283228,,,
2.835291667,1.011313775,0.955548429,,,
2.846564815,1.010155939,0.955370842,,,
2.857988426,1.009278212,0.955363211,,,
2.86930787,1.009271848,0.954723336,,,
2.880662037,1.00890847,0.954842703,,,
2.89200463,1.008984394,0.955158911,,,
2.903324074,1.008326284,0.956885221,,,
2.914666667,1.006933862,0.958195652,,,
2.925997685,1.00666682,0.954189754,,,
2.937328704,1.005237421,0.956414094,,,
2.948671296,1.004153308,0.953729363,,,
2.960002315,1.004107044,0.954842154,,,
2.971344907,1.002923522,0.95512434,,,
2.982699074,1.001051427,0.951433569,,,
2.994041667,1.000151305,0.953376943,,,
3.005418981,0.998838142,0.952968653,,,
3.01675,0.997796656,0.951630552,,,
3.028092593,0.99654386,0.952061165,,,
3.039458333,0.995591326,0.945429352,,,
3.050824074,0.994759261,0.950297498,,,
3.062178241,0.994387065,0.948072402,,,
3.073532407,0.993047633,0.947856838,,,
3.084875,0.991895316,0.948892845,,,
3.096229167,0.991733244,0.945180049,,,
3.107560185,0.991574771,0.947416213,,,
3.118925926,0.990968205,0.943801686,,,
3.130268519,0.99010101,0.947111566,,,
3.141553241,0.988728817,0.946594311,,,
3.152965278,0.989725766,0.944322414,,,
3.164261574,0.987623443,0.945782727,,,
3.175673611,0.987807976,0.943586794,,,
3.186946759,0.98874569,0.941647581,,,
3.19837037,0.988506508,0.944575945,,,
3.209678241,0.987300005,0.941834796,,,
3.221078704,0.987576107,0.943349612,,,
3.232386574,0.986174315,0.942852466,,,
3.243810185,0.986017704,0.943118197,,,
3.255094907,0.986956084,0.941603891,,,
3.266506944,0.985778952,0.941285921,,,
3.277814815,0.986547848,0.939556307,,,
3.289238426,0.986338873,0.940137944,,,
3.300546296,0.985669655,0.942339363,,,
3.311969907,0.985232727,0.940967878,,,
3.323277778,0.984975559,0.941191698,,,
3.334678241,0.984627133,0.940542321,,,
3.345997685,0.984804308,0.939661501,,,
3.357421296,0.986516854,0.939935469,,,
3.368717593,0.985333172,0.941237593,,,
3.380141204,0.985623334,0.940489176,,,
3.3914375,0.981750963,0.940187508,,,
3.402837963,0.985192006,0.939171149,,,
3.414215278,0.986606222,0.937950462,,,
3.425546296,0.984647207,0.941560959,,,
3.436923611,0.984281608,0.939921808,,,
3.448266204,0.984979591,0.939256693,,,
3.459643519,0.985420671,0.938659088,,,
3.470974537,0.982699667,0.939694709,,,
3.482351852,0.9852825,0.934841915,,,
3.493706019,0.984743905,0.93952456,,,
3.505060185,0.985927404,0.936103046,,,
3.516472222,0.985256198,0.939632342,,,
3.527768519,0.984674758,0.938633762,,,
3.539168981,0.985265126,0.939102481,,,
3.550465278,0.984707659,0.937902793,,,
3.561877315,0.985512962,0.93899872,,,
3.57325463,0.981187038,0.938922565,,,
3.584608796,0.985117941,0.939905011,,,
3.595986111,0.984735969,0.939779253,,,
3.607340278,0.98216626,0.93924103,,,
3.618729167,0.984300263,0.938809981,,,
3.630060185,0.987370749,0.938926003,,,
3.6414375,0.982931824,0.938862785,,,
3.652768519,0.986403855,0.938362919,,,
3.664134259,0.985028203,0.938632894,,,
3.6755,0.986132361,0.937116548,,,
3.686865741,0.986810676,0.936231214,,,
3.698266204,0.985694164,0.938874,,,
3.70962037,0.986436537,0.940412374,,,
3.721020833,0.986126232,0.937399783,,,
3.732386574,0.984784572,0.937272735,,,
3.743752315,0.985279748,0.939361188,,,
3.755094907,0.985681786,0.937195841,,,
3.766506944,0.98593925,0.93693576,,,
3.777872685,0.985841323,0.935779132,,,
3.78925,0.985033256,0.937788657,,,
3.80055787,0.984320594,0.937182109,,,
3.811912037,0.985122138,0.934794509,,,
3.823243056,0.984412392,0.936065629,,,
3.834631944,0.984555129,0.937510325,,,
3.845928241,0.98650602,0.934944945,,,
3.857305556,0.981978873,0.936436247,,,
3.868636574,0.98431327,0.93502177,,,
3.880002315,0.986089715,0.934703565,,,
3.891333333,0.984055343,0.936961268,,,
3.902710648,0.983985507,0.935272987,,,
3.914087963,0.984984716,0.937150149,,,
3.925488426,0.982911248,0.934182152,,,
3.936796296,0.983200721,0.936361043,,,
3.948150463,0.983649073,0.935801267,,,
3.959481481,0.984435133,0.936789785,,,
3.97087037,0.984834109,0.933066819,,,
3.982189815,0.982251053,0.938885379,,,
3.993555556,0.982523801,0.9388942,,,
4.004886574,0.985215781,0.938609119,,,
4.016263889,0.983747513,0.937397435,,,
4.027571759,0.985385756,0.936346844,,,
4.038949074,0.985876772,0.937335532,,,
4.050256944,0.98551888,0.937478374,,,
4.061645833,0.985687795,0.93481795,,,
4.072965278,0.984264392,0.936763888,,,
4.084377315,0.983546544,0.935961779,,,
4.095696759,0.984222436,0.936120783,,,
4.1070625,0.981072132,0.936716729,,,
4.118405093,0.985094422,0.935897776,,,
4.129770833,0.981097894,0.935874842,,,
4.141078704,0.98352903,0.935023012,,,
4.152456019,0.983837787,0.93550723,,,
4.163775463,0.983973434,0.932505193,,,
4.175141204,0.982488152,0.934923876,,,
4.186472222,0.982970035,0.935022876,,,
4.197861111,0.983603368,0.932685603,,,
4.209203704,0.981936068,0.932424352,,,
4.220569444,0.983221106,0.93156724,,,
4.231923611,0.981902407,0.932753738,,,
4.243289352,0.97963076,0.934398457,,,
4.254631944,0.981982609,0.931163388,,,
4.266009259,0.979760312,0.932084391,,,
4.277351852,0.98289705,0.931253961,,,
4.288740741,0.980965897,0.932787154,,,
4.300071759,0.98216013,0.93236043,,,
4.311449074,0.980977222,0.930470888,,,
4.322780093,0.981088244,0.929359036,,,
4.334168981,0.982057324,0.930187038,,,
4.345488426,0.981365244,0.931604923,,,
4.356900463,0.982468105,0.933774721,,,
4.368231481,0.981541757,0.930567368,,,
4.379608796,0.981502591,0.930705163,,,
4.390939815,0.982284695,0.930737721,,,
4.402305556,0.980405549,0.930649401,,,
4.413648148,0.980755315,0.931113793,,,
4.425025463,0.980952893,0.930389103,,,
4.436356481,0.977744435,0.930578356,,,
4.447756944,0.979669264,0.92964723,,,
4.459087963,0.97956025,0.928903173,,,
4.470465278,0.981818714,0.929307361,,,
4.48180787,0.981735143,0.930548509,,,
4.493185185,0.979687919,0.929874401,,,
4.50450463,0.98075067,0.930001893,,,
4.515916667,0.976971633,0.92753195,,,
4.527247685,0.980429926,0.929373255,,,
4.538659722,0.98047061,0.927552066,,,
4.549979167,0.975755666,0.92316062,,,
4.56137963,0.978135187,0.928811304,,,
4.572733796,0.979003167,0.927569544,,,
4.584099537,0.978506634,0.927299982,,,
4.595465278,0.979343977,0.927905707,,,
4.606877315,0.980572895,0.928363094,,,
4.618208333,0.979875705,0.928707315,,,
4.629585648,0.977841472,0.930135185,,,
4.640928241,0.9806031,0.92869505,,,
4.652293981,0.980415485,0.929713154,,,
4.663659722,0.980768326,0.928686095,,,
4.675060185,0.979983363,0.930055214,,,
4.686402778,0.978359969,0.925388829,,,
4.697791667,0.979815901,0.927573347,,,
4.709168981,0.965613114,0.942816939,,,
4.720569444,0.980565621,0.926368626,,,
4.731912037,0.97904401,0.928379292,,,
4.7433125,0.976562694,0.925019849,,,
4.754678241,0.979704122,0.927730262,,,
4.766055556,0.981449141,0.92686241,,,
4.777398148,0.980305696,0.926445446,,,
4.788810185,0.979433541,0.927122085,,,
4.800175926,0.981098645,0.926912948,,,
4.812016204,0.979068038,0.927886733,,,
4.823335648,0.978359489,0.925085631,,,
4.834747685,0.975771239,0.929276669,,,
4.846113426,0.980178393,0.927470247,,,
4.857513889,0.979131303,0.927118949,,,
4.868868056,0.977266854,0.927035393,,,
4.880256944,0.974976501,0.929663972,,,
4.891587963,0.976715113,0.928707695,,,
4.903,0.977444601,0.929828899,,,
4.914319444,0.978043566,0.928532476,,,
4.925696759,0.977377153,0.929085819,,,
4.937050926,0.934190763,0.926519785,,,
4.948451389,0.975415555,0.931057099,,,
4.959793981,0.972502817,0.929810572,,,
4.971194444,0.976645142,0.927483681,,,
4.982525463,0.974834229,0.927485785,,,
4.993925926,0.975695121,0.929256171,,,
5.00524537,0.974340278,0.92866047,,,
5.016668981,0.974951942,0.926705294,,,
5.028011574,0.974744206,0.927826271,,,
5.039412037,0.974471042,0.926491908,,,
5.05075463,0.974636265,0.929927275,,,
5.062166667,0.973733047,0.929381708,,,
5.073497685,0.931509309,0.927560758,,,
5.084898148,0.974278028,0.926782204,,,
5.096252315,0.973698623,0.928180738,,,
5.107664352,0.973563104,0.927720385,,,
5.118983796,0.972871919,0.92665664,,,
5.130395833,0.972207319,0.925670556,,,
5.14175,0.973859393,0.927015268,,,
5.153173611,0.973217841,0.924855895,,,
5.16450463,0.929404066,0.924561349,,,
5.175905093,0.969085184,0.926957998,,,
5.187259259,0.967871568,0.92638508,,,
5.198659722,0.969692445,0.926285305,,,
5.210002315,0.970890077,0.926270545,,,
5.221414352,0.969358751,0.926109548,,,
5.23274537,0.970518827,0.922724183,,,
5.244134259,0.969332829,0.925367132,,,
5.255476852,0.96986472,0.922662187,,,
5.266888889,0.969743142,0.92543044,,,
5.278231481,0.969271285,0.92475636,,,
5.289643519,0.970440959,0.92353074,,,
5.300986111,0.969091418,0.924302935,,,
5.312409722,0.966380327,0.924802334,,,
5.323763889,0.966278667,0.926031889,,,
5.3351875,0.969014912,0.924300392,,,
5.346541667,0.970044719,0.924310429,,,
5.357976852,0.968442619,0.923213576,,,
5.369319444,0.968434765,0.923243084,,,
5.380719907,0.965959959,0.924804474,,,
5.392085648,0.967954427,0.921698194,,,
5.403474537,0.970685473,0.925169741,,,
5.414840278,0.968550852,0.923316341,,,
5.426229167,0.968677412,0.922972343,,,
5.437583333,0.967826906,0.923914818,,,
5.449111111,0.965797868,0.924479554,,,
5.460453704,0.968484405,0.922146721,,,
5.471854167,0.965598748,0.924626509,,,
5.483219907,0.926866272,0.925793087,,,
5.49462037,0.96670668,0.923593033,,,
5.505974537,0.965438194,0.924476516,,,
5.517398148,0.967903328,0.920374596,,,
5.528775463,0.967777325,0.924343248,,,
5.540210648,0.96811457,0.922401873,,,
5.551564815,0.963390854,0.923712101,,,
5.562976852,0.96693834,0.920381281,,,
5.574354167,0.966927367,0.921691971,,,
5.585777778,0.96867715,0.922758042,,,
5.597143519,0.96432233,0.92128428,,,
5.60856713,0.96605926,0.923060366,,,
5.61993287,0.963151001,0.922638529,,,
5.631344907,0.966709397,0.921031869,,,
5.642722222,0.965287196,0.921102323,,,
5.654122685,0.967163387,0.919888736,,,
5.665476852,0.967057763,0.920016805,,,
5.676877315,0.965764601,0.923128428,,,
5.688243056,0.965260303,0.922137565,,,
5.699689815,0.967540936,0.923708554,,,
5.711136574,0.968477609,0.921163496,,,
5.722537037,0.96708368,0.922256053,,,
5.733925926,0.966797558,0.923394978,,,
5.745372685,0.967570878,0.923828748,,,
5.756784722,0.967178442,0.921718004,,,
5.768231481,0.967539277,0.922862185,,,
5.779655093,0.966684486,0.92337761,,,
5.791101852,0.967383522,0.922889524,,,
5.802525463,0.966437211,0.922037049,,,
5.813960648,0.967395597,0.922666773,,,
5.825361111,0.967881885,0.921081836,,,
5.83680787,0.966070254,0.921387073,,,
5.848219907,0.966557792,0.918933678,,,
5.859689815,0.965127314,0.919206019,,,
5.871090278,0.965907341,0.920906512,,,
5.882560185,0.962522254,0.92210401,,,
5.893949074,0.963090774,0.921246889,,,
5.905407407,0.966242545,0.922376952,,,
5.916831019,0.966069697,0.920107134,,,
5.928289352,0.965673769,0.921707819,,,
5.939712963,0.963740859,0.920530093,,,
5.951159722,0.965274328,0.921673907,,,
5.962583333,0.96532165,0.921381398,,,
5.974030093,0.96410656,0.920754831,,,
5.985453704,0.962972595,0.92067961,,,
5.996923611,0.965568707,0.919861058,,,
6.008347222,0.965090686,0.917582056,,,
6.01981713,0.960235836,0.92309453,,,
6.031217593,0.962527756,0.921268679,,,
6.043046296,0.964971252,0.921284384,,,
6.054793981,0.965290669,0.925686895,,,
6.066587963,0.966774858,0.922310373,,,
6.078347222,0.966506888,0.922843833,,,
6.090175926,0.965653101,0.920157965,,,
6.101912037,0.968096155,0.922209604,,,
6.113706019,0.968205937,0.922468935,,,
6.125465278,0.966692629,0.921649024,,,
6.137259259,0.966462164,0.923957677,,,
6.149030093,0.966291574,0.921755511,,,
6.160847222,0.921727698,0.921820378,,,
6.172606481,0.96495834,0.92098576,,,
6.184435185,0.962240541,0.922087911,,,
6.196206019,0.964915981,0.922162767,,,
6.208023148,0.963124127,0.917490965,,,
6.219805556,0.962959141,0.918569707,,,
6.231622685,0.963594031,0.920586287,,,
6.243416667,0.963484676,0.919069474,,,
6.255233796,0.96252277,0.921180208,,,
6.267074074,0.962864768,0.920823756,,,
6.278925926,0.961384677,0.921376394,,,
6.290719907,0.962389252,0.920628432,,,
6.302560185,0.917874568,0.917013973,,,
6.314319444,0.962389048,0.920270217,,,
6.326148148,0.959442493,0.919585259,,,
6.33794213,0.960325278,0.91949132,,,
6.349770833,0.961377136,0.920401051,,,
6.361854167,0.961869919,0.921468962,,,
6.373706019,0.960351215,0.919918684,,,
6.385534722,0.960481421,0.919007303,,,
6.397375,0.961269719,0.920741368,,,
6.40919213,0.960812993,0.921978988,,,
6.421020833,0.960522786,0.921180356,,,
6.432861111,0.955898086,0.917544931,,,
6.444724537,0.960476273,0.919967769,,,
6.456541667,0.956620183,0.918862502,,,
6.468405093,0.95866112,0.918990115,,,
6.480222222,0.955500721,0.920088519,,,
6.492108796,0.958698391,0.920394421,,,
6.503925926,0.958489745,0.920556715,,,
6.5158125,0.913810687,0.920451773,,,
6.527652778,0.956306939,0.92121766,,,
6.539539352,0.956839065,0.920521144,,,
6.551356481,0.959217281,0.921956991,,,
6.563231481,0.956645597,0.9196896,,,
6.575083333,0.954287213,0.918660019,,,
6.586969907,0.954030184,0.920394247,,,
6.598810185,0.909742815,0.921642803,,,
6.610731481,0.952917163,0.921104803,,,
6.622560185,0.957644853,0.919877385,,,
6.634446759,0.955966647,0.920067578,,,
6.646321759,0.955901147,0.920821191,,,
6.658219907,0.953755567,0.922257855,,,
6.670118056,0.955907121,0.922141325,,,
6.682027778,0.957439484,0.922950474,,,
6.69387963,0.957923985,0.923015796,,,
6.705789352,0.958526157,0.921615429,,,
6.717178241,0.958043034,0.921593614,,,
6.728601852,0.913277534,0.923615716,,,
6.739990741,0.957789726,0.923859636,,,
6.751402778,0.958816242,0.923355667,,,
6.762791667,0.957418993,0.923329702,,,
6.77419213,0.955059476,0.924353523,,,
6.78555787,0.95926495,0.921982637,,,
6.796981481,0.959318007,0.920061159,,,
6.808358796,0.955066589,0.922231517,,,
6.819759259,0.958793513,0.919462083,,,
6.831136574,0.913759706,0.921906916,,,
6.842560185,0.955681847,0.921876053,,,
6.8539375,0.959372949,0.921702415,,,
6.865349537,0.957716252,0.92226361,,,
6.87675,0.958609637,0.920336559,,,
6.888173611,0.958479871,0.920796042,,,
6.899574074,0.957882775,0.921122229,,,
6.910997685,0.908716323,0.922321405,,,
6.922930556,0.955684291,0.92451879,,,
6.934875,0.955093454,0.922694677,,,
6.946784722,0.956654141,0.926411313,,,
6.958717593,0.956898494,0.920923725,,,
6.970615741,0.956726221,0.92729481,,,
6.982560185,0.921561329,0.925749179,,,
6.994469907,0.955919804,0.925983915,,,
7.006391204,0.956402975,0.929079672,,,
7.0183125,0.955642866,0.929102792,,,
7.030268519,0.912686866,0.929003076,,,
7.042178241,0.912474465,0.924994615,,,
7.054134259,0.95631162,0.928002137,,,
7.06606713,0.954513771,0.931058013,,,
7.078046296,0.91068409,0.92840387,,,
7.089956019,0.954959173,0.928804452,,,
7.101912037,0.952381902,0.926683285,,,
7.113856481,0.95337753,0.928023081,,,
7.125824074,0.955592113,0.927134961,,,
7.137780093,0.952369004,0.927858712,,,
7.149770833,0.952763186,0.928510638,,,
7.161715278,0.954158351,0.92860413,,,
7.173706019,0.95064728,0.927707414,,,
7.185638889,0.954850502,0.92457151,,,
7.197641204,0.95084614,0.927454493,,,
7.209574074,0.95223532,0.92639739,,,
7.221564815,0.954003879,0.923863475,,,
7.233509259,0.953743275,0.927871888,,,
7.245488426,0.953369185,0.925279815,,,
7.257409722,0.950073065,0.92588447,,,
7.269423611,0.950285702,0.926348176,,,
7.281356481,0.953855674,0.926444472,,,
7.293347222,0.953636125,0.926989998,,,
7.305314815,0.953130882,0.92661941,,,
7.31731713,0.952509111,0.926697055,,,
7.329296296,0.953371528,0.925443645,,,
7.341298611,0.949765981,0.925856997,,,
7.353266204,0.953139917,0.92375513,,,
7.365280093,0.948676375,0.925971833,,,
7.377247685,0.907820523,0.924390648,,,
7.389261574,0.950742561,0.923746508,,,
7.401240741,0.952415567,0.92486987,,,
7.413266204,0.949639865,0.92397021,,,
7.425222222,0.952720198,0.924704196,,,
7.437224537,0.952648149,0.921110025,,,
7.449238426,0.948111323,0.925568542,,,
7.461263889,0.94992134,0.923021756,,,
7.473231481,0.950088219,0.923331517,,,
7.485280093,0.953417104,0.922969816,,,
7.497270833,0.953007553,0.924157282,,,
7.509319444,0.953417534,0.922998584,,,
7.521321759,0.952154945,0.921129668,,,
7.533324074,0.951470701,0.923813559,,,
7.545314815,0.952501991,0.925727003,,,
7.557351852,0.952221399,0.922780066,,,
7.569365741,0.951602956,0.923372578,,,
7.581414352,0.905437941,0.922940605,,,
7.593428241,0.953344668,0.923590001,,,
7.605476852,0.955594047,0.92224163,,,
7.617513889,0.954279793,0.922056547,,,
7.629550926,0.953445687,0.9172993,,,
7.641553241,0.951721103,0.920651962,,,
7.653601852,0.954235745,0.920864561,,,
7.665627315,0.954690099,0.920590415,,,
7.677699074,0.951093703,0.919000066,,,
7.689712963,0.952308668,0.919903776,,,
7.701796296,0.953958728,0.917792256,,,
7.713162037,0.950228118,0.91692924,,,
7.724643519,0.953970034,0.921148669,,,
7.736055556,0.950406986,0.919980882,,,
7.747490741,0.950102889,0.921341047,,,
7.759550926,0.908132886,0.920755565,,,
7.771587963,0.954242615,0.921031106,,,
7.783636574,0.953163773,0.921304373,,,
7.795719907,0.955043881,0.921512815,,,
7.807768519,0.954960055,0.92234692,,,
7.819851852,0.956019944,0.922954767,,,
7.831900463,0.955704225,0.922332139,,,
7.84399537,0.955519369,0.919897399,,,
7.856043981,0.95500821,0.922634248,,,
7.868115741,0.954292104,0.920386225,,,
7.880164352,0.955999778,0.921622363,,,
7.892259259,0.954752567,0.924737339,,,
7.904296296,0.950749452,0.920286134,,,
7.916414352,0.91147638,0.922603788,,,
7.928462963,0.955373285,0.919458325,,,
7.940534722,0.95473047,0.92254002,,,
7.952583333,0.954416153,0.920302008,,,
7.964689815,0.950366045,0.920886847,,,
7.976726852,0.954947974,0.923076482,,,
7.988833333,0.954205692,0.921190483,,,
8.000893519,0.951627167,0.921621385,,,
8.013,0.952741169,0.921289087,,,
8.025060185,0.954523761,0.922177276,,,
8.037166667,0.954252543,0.920932732,,,
8.049215278,0.950545151,0.919973961,,,
8.061321759,0.954459701,0.91989398,,,
8.073393519,0.94963996,0.922697919,,,
8.085511574,0.951899881,0.921989702,,,
8.097594907,0.909198996,0.920412802,,,
8.109724537,0.952338599,0.923676435,,,
8.121784722,0.951513862,0.921276855,,,
8.1339375,0.953118147,0.922728508,,,
8.146009259,0.954225235,0.920649234,,,
8.158127315,0.952081315,0.927362757,,,
8.170222222,0.946584787,0.923905625,,,
8.182363426,0.907243807,0.921702915,,,
8.194446759,0.949531678,0.924030693,,,
8.206564815,0.951018183,0.92325267,,,
8.218659722,0.954837246,0.925063368,,,
8.230800926,0.956726535,0.921509395,,,
8.242872685,0.951912854,0.927279697,,,
8.254990741,0.951500588,0.923608359,,,
8.267085648,0.950769956,0.924997626,,,
8.279203704,0.952105713,0.923618081,,,
8.291298611,0.953696845,0.923727825,,,
8.303439815,0.954204096,0.922872638,,,
8.315546296,0.949704169,0.922305599,,,
8.3276875,0.949639312,0.925385839,,,
8.339782407,0.952322074,0.92054698,,,
